1674247508.9281378,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-54.0
1674247510.794727,0C:B8:15:F3:68:DC,,f0:65:ae:2f:c5:d5,-74.0
1674247510.794727,0C:B8:15:F3:68:DC,ESP32-Simon-01,58:bf:25:93:7c:8a,-87.0
1674247512.0253992,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-75.4
1674247512.0253992,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-53.8
1674247512.0253992,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-62.4
1674247513.865158,0C:B8:15:F3:68:DC,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-89.0
1674247513.865158,0C:B8:15:F3:68:DC,,f0:65:ae:2f:c5:d5,-74.0
1674247515.0876384,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-52.4
1674247515.0876384,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-62.2
1674247515.0876384,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-75.8
1674247516.9361365,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-77.8
1674247518.1381593,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-75.6
1674247518.1381593,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-53.8
1674247518.1381593,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-63.2
1674247520.0077648,0C:B8:15:F3:68:DC,,f0:65:ae:2f:c5:d5,-79.4
1674247521.2093432,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-75.4
1674247521.2093432,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-54.2
1674247521.2093432,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-62.8
1674247523.0794873,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-78.8
1674247524.2802017,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-74.8
1674247524.2802017,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-53.4
1674247524.2802017,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-62.6
1674247526.1453388,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-76.4
1674247526.1453388,0C:B8:15:F3:68:DC,ESP32-Simon-01,58:bf:25:93:7c:8a,-86.8
1674247527.3486,58:BF:25:93:7C:88,Simon's A53,f0:65:ae:2f:c5:d5,-55.2
1674247527.3486,58:BF:25:93:7C:88,SHIELD,00:04:4b:84:44:74,-75.0
1674247527.3486,58:BF:25:93:7C:88,[LG] webOS TV OLED65C25LB,20:28:bc:83:18:75,-63.8
1674247529.215359,0C:B8:15:F3:68:DC,Simon's A53,f0:65:ae:2f:c5:d5,-76.0
